,rate,real,comment,like,dislike,nick,nicknum,date
106,10,1,¿äÁò ¿ôÀ»ÀÏÀÌ ¾ø¾ú´Âµ¥  ¿À·§¸¸¿¡  ½ÇÄÆ¿ô¾ú³×¿ä ¸¶µ¿¼®ÀÌ ¿äÁò ´ë¼¼ ¹è¿ì³×¿ä  ,4,1,°¡½Ã°í±â ¾Æºü(choi****),13381042,['2017.11.11 19:46']
107,10,1,Àç¹ÌÀÖ´Âµ¥ ±â´ë´Â º°·Î¾ÈÇÏ±â´Âµ¥  ,4,1,²¿(qkre****),13380846,['2017.11.11 18:38']
108,10,1,³Ê¹« Àç¹Õ¾ú¾î¿ä ~ °­ÃßÇÏ´Â ºÎºÐ ??  ,4,1,À§Ç³´ç´ç(tk08****),13380831,['2017.11.11 18:35']
109,10,1,ÁÁ¾Æ¿ä ¸¹ÀÌµé º¸°í Áñ°ü~  ,4,1,kose****,13380814,['2017.11.11 18:30']
110,10,1,´Ù¹Ú»ç°Ç´ë¹Ú»ç°Ç´ë¹Ú»ç°ï´ë¹Ú»ç°Ç  ,4,1,ÀÌÇöÁ÷(gusw****),13380780,['2017.11.11 18:22']
111,8,1,°¨µ¿µµ ÀÖ°í ÆíÇÏ°Ô º¼¸¸ÇÑ ¿µÈ­  ,4,1,ckdg****,13380677,['2017.11.11 17:44']
112,9,1,±â´ë°¡ ³Ê¹«Ä¿¼­ Àç¹Ì¾ø¾ú´ø°ÅÁö Àç¹Õ°Ô ºÃ¾î¿ë¤¾  ,4,1,Á¶À¯³ª(cyn1****),13380197,['2017.11.11 15:02']
113,7,1,¼Ò¼ÒÇÏ°Ô¿ô±èºÎºÐµµÀÖ°íÀç¹Õ½À´Ï´ç  ,4,1,±è°í¿î(rhdn****),13379996,['2017.11.11 13:53']
114,8,1,¸¶µ¿¼®ÀÇ »ö´Ù¸¥¸Å·ÂÀ» º¼ ¼ö ÀÖ´Â ¿µÈ­¿´½À´Ï´Ù °¨µ¿°úÀç¹Ì°¡¼¯ÀÎ È¯»óÀÇ¿µÈ­!  ,4,1,°­¾ÆÇö(rkdd****),13379946,['2017.11.11 13:28']
115,10,1,¿µÈ­°¡ ³Ê¹«³Ê¹«ÄÚ¹ÍÇÏ°í Àç¹ÌÀÖ¾ú¾î¿ä  ,4,1,welo****,13379790,['2017.11.11 12:11']
116,7,1,¼ÖÁ÷ Áö·çÇÔ ¿­ÀÚÃ¤¿öº¾´Ï´Ù  ,4,1,¼­Áø¾Æ(tjwl****),13372872,['2017.11.08 23:38']
117,5,1,µ¿¼®ÀÌÇü¶«¿¡ º¸±äÇßÁö¸¸ µå¶ó¸¶ °³±× Àå¸£´Â ¾îÂ¿¼ö ¾ø³ªºÁ¿ä  ,4,1,³ë¸¸¸®´õ½º(isru****),13369788,['2017.11.07 18:37']
118,7,1,¿¬±â´Â ´Ù ÀßÇß±¸ Ã³À½¿¡ ÀÌÇÏ´Ì ¿¬±â°¡ ¿µÈ­¶û ¾È¾î¿ï¸®°í ¿À¹Ù½º·´´Ù ÀÌ·± »ý°¢ Çß´Âµ¥ ³ªÁß¿¡ º¸´Ï±î ¿Ö ±×·¨´ÂÁö ¾î´ÀÁ¤µµ ³³µæµµ °¡°í.. ÄÚ¹Í°ú °¨µ¿ÀÌ °í·ç ¼¯¿©ÀÖ´Â ¿µÈ­!  ,4,1,ºÎ¸ª(pqmz****),13363349,['2017.11.05 12:38']
119,7,1,±×³ÉÀú³É ¹«³­ÇØ¿ë 12¼¼°ü¶÷°¡·Î Àû´çÇÔ ¤¾¤¾¤¾  ,4,1,ÇÏ´Ã(gksm****),13362085,['2017.11.05 00:51']
120,6,1,ÀÜÀÜÇÑ Èå¸§ Áß¿¡ ÄÚ¹Í ´ë»ç Åö Æ¢¾î ³ª¿Ã ¶§¸¶´Ù ¸¹ÀÌ ¿ô¾ú³×¿ä  ,4,1,khs7****,13361852,['2017.11.04 23:57']
121,7,1,±×·°Àú·° º¼¸¸ÇÔ œR½î ¿ô±è  ,4,1,´ÏÄÜ(kuto****),13360456,['2017.11.04 18:24']
122,10,1,À¯Äè »óÄè ÅëÄè!! ½Ã°£µµµÏ!  ,4,1,Á¶ÇÇº¼¶ô(bagu****),13356858,['2017.11.03 18:00']
123,10,1,»ó¿µ ³»³» ¿ôÀ½À» ¸ØÃâ ¼ö ¾ø¾ú´ø ¿µÈ­! ¹è¿ìµéÀÇ ¿­¿¬À¸·ÎºÎÅÍ ³ª¿À´Â ÄÉ¹Ì°¡ ¤¶¤¼¤º~~  ,4,1,Áø(park****),13356835,['2017.11.03 17:50']
124,1,1,ÁÖÁ¦°¡ ÀÏ°üµÇÁö ¾Ê¾Æ¿ä  ,5,2,1221(thef****),13398185,['2017.11.17 00:19']
125,1,1,ÀüÃ¼ÀûÀ¸·Î À½ÇâÀÌ ºØ ¶°¼­ µû·Î µé·È´Ù.»ê¸¸ÇÑ ´À³¦ÀÌ´Ù  ,5,2,¾Æ¶óºñÄ«(kkk9****),13376577,['2017.11.10 03:43']
126,3,1,Áö·çÇØ¿ä ÀÚ´Ù°¡³ª¿Ô¾î¿ä  ,5,2,Ho(i8li****),13374347,['2017.11.09 13:46']
127,10,1,±â´ë ¾ÈÇß´Âµ¥ °¨µ¿µµ ÀÖ°í ³Ñ³ª Àë³ª¿ä  ,5,2,alsr****,13362474,['2017.11.05 02:54']
128,10,1,¿ï´Ù ¿ô´Ù Áñ°Å¿ü½À´Ï´Ù ¤¾¤¾  ,5,2,°³»Ô(dbfl****),13361862,['2017.11.04 23:59']
129,1,1,ÁøÂ¥ ÇÏ³ªµµ Àç¹Ì¾ø´Ù µ·ÁÖ°í º»°Ô ¾Æ±õ³×¿ä  ,6,3,°³»ÈÄ¡(wlsd****),13388482,['2017.11.14 09:03']
130,3,1,Àç¹Ì¾ø¾î¿ä..ÇÏ...  ,6,3,the_****,13365327,['2017.11.05 21:24']
131,10,1,¿ô´Ù°¡ ¹è°íÇÁ±ä Ã³À½ÀÌ³×.. ²¬²¬  ,6,3,cold****,13357066,['2017.11.03 19:08']
132,2,1,³Ñ³ª Áö·çÇÏ°í Á¹¸®´Ù³»¿ëµµ º°·Î..  ,8,5,À±°æ¿ø(limj****),13364718,['2017.11.05 18:48']
133,1,1,¿µÈ­°ü ³ª¿À¸é¼­ ¿ì¿Í~¿ì¿Í~°¡ °è¼Ó ³ª¿È ¿µÈ­¶§¹®¿¡ È­³¯¼öµµ ÀÖ´Ù´Â°Å Ã· ¾Ë¾ÒÀ½  ,9,6,½É³­ÀÌ(syj0****),13363644,['2017.11.05 13:50']
134,6,1,"ÀßºÃ¼ü´Ï´Ù.-/;(@:82(?;&:@,@,&/&  ",11,8,ÈÆ(0103****),13354089,['2017.11.02 21:39']
135,5,1,ÀÎ»ý ³ëÀë ¿µÈ­ÀÔ´Ï´Ù ¸¶µ¿¼®¹è¿ì ¹Ï°í”f´Âµ¥ ³ëÀëÀÔ´Ï´Ù  ,2,0,Â©ÀÌÇü(k950****),13399713,['2017.11.17 13:23']
136,3,1,¹üÁËµµ½Ã´Â²ÜÀë ºÎ¶ó´õ´Â..¤Ì  ,2,0,ÁØÅÂ(todk****),13398809,['2017.11.17 06:15']
137,2,1,ÁøºÎÇÔÀÇ³¡À»º»µíÇÔ. . . .  ,2,0,SirRan(skse****),13396424,['2017.11.16 16:55']
138,4,1,»ý°¢º¸´Ù´Â ÄÚ¹Ìµð°¡ ¾Æ´Ï¿³³×¿ä ¤Ð¤Ð100Á¡50Á¡¿ä ¤¾¾Æ½±³×¿ä  ,2,0,»õ½Ï(gang****),13392663,['2017.11.15 19:44']
139,5,1,Àç¹Õ´ë¼­°¬´Âµ¥ ³ëÀë¿ä  ,2,0,¸ð¾Æ(slin****),13392469,['2017.11.15 19:00']
140,7,1,°í¹ÍÀº ³ª¶÷ º¼¸¸ÇÑµ¥ Á¶±Ý Áö·çÇÏ°í ³»¿ëÀÌ Á¶±Ý µÚÁ×¹ÚÁ×ÀÌ³×¿ä  ,2,0,khy8****,13390628,['2017.11.15 09:32']
141,10,1,¸¶µ¿¼® ±× ÀÌ¸§¸¸ µé¾îµµ ¿ô±â´Ù  ,2,0,Á¶¿µÈ£(whdu****),13389889,['2017.11.14 23:28']
142,10,1,Áñ°Å¿ü½À´Ï´Ù ¸¾ µû¶æÇÑ ¿µÈ­¿´¾î¿ä  ,2,0,°øÀ°ÅÃ¼ö(powe****),13389866,['2017.11.14 23:18']
143,8,1,³Ê¹«¿ô±â°í Àç¹Õ°ÔºÃ¾î¿ë ¹ÝÀüµµÀÖ°í Àç¹Õ½À´Ï´Ù  ,2,0,DNMotors(juhy****),13389836,['2017.11.14 23:03']
144,8,1,³ª¸§ Àç¹ÌÀÖ°³ º¸¾Ò¾î¿ë ~ ^^  ,2,0,Àº¿À¸®(ardo****),13389804,['2017.11.14 22:47']
145,9,1,°¡Á·°ú ÇÔ²² º¸±â ÁÁÀº ¿µÈ­¿¡¿ä !! :)  ,2,0,±¸¸®±¸¸®(gori****),13389794,['2017.11.14 22:41']
146,8,1,ÄÚ¹ÍÀÎÁÙ ¾Ë¾Ò´Âµ¥ °¨µ¿ÀûÀÌ¾ú½À´Ï´Ù~  ,2,0,¿¹»Û¾Æ°¡(dlwl****),13389653,['2017.11.14 21:35']
147,8,1,ÇÑ¹øÀº º¼¸¸ÇÑ ¿µÈ­ÀÓ!!!  ,2,0,shin****,13389627,['2017.11.14 21:23']
148,9,1,°¡º±°Ô ¿ôÀ¸¸é¼­ ¾î¸Ó´Ï¶û Àß ºÃ½À´Ï´Ù ;)  ,2,0,¹Ú»óÈñ(alic****),13389525,['2017.11.14 20:28']
149,9,1,³Ê¹«³Ê¹«³Ê¹«³Ê¹«³Ê¹«³Ê¹« ÀëÀÖ°ÔºÃ¾î¿ä.  ¿ôÀ½°¨µ¿ ÃÖ°í¿¹¿ä.  ,2,0,yanggogie(99ya****),13389523,['2017.11.14 20:26']
150,10,1,ÃÖ°íÀÔ´Ï´Ù ²À º¸¼¼¿ä  °¨µ¿ÀÇ ¾²³ª¹Ì¤Ð¤Ð  ,2,0,ÀÌÈ¿ÁÖ(chu4****),13389498,['2017.11.14 20:14']
151,8,1,±×³ÉÀú³É ¸¶µ¿¼® ³ª¿Í¼­ Àç¹ÕÀ½  ,2,0,noky(noky****),13389415,['2017.11.14 19:15']
152,10,1,°¨µ¿µµ ÄÚ¹Íµµ ³»¿ëµµ ¸ðµÎ ÁÁ¾Ò½À´Ï´Ù ÀÌ·±¿µÈ­°¡ °è¼Ó³ª¿ÔÀ¸¸é ÁÁ°Ú½À´Ï´Ù  ,2,0,ÀÌ¹Î°æ(mjjk****),13389357,['2017.11.14 18:42']
153,9,1,µÎ¹è¿ìÀÇÄ³¹Ì°¡ÁÁ¾Æ¿ä  ,2,0,¹Ú¼Ò¶ó(thfk****),13389271,['2017.11.14 18:07']
154,10,1,¶¥¹Ù´Ú¿¡ ¸Ó¸®°¡ ´êÁöµµ ¾Ê´Âµ¥ ÀáÀÌ ¿À³ª  ,2,0,¾öÈñ¼®(digi****),13389237,['2017.11.14 17:55']
155,7,1,Àû´çÈ÷ Àç¹Ô°í Àû´çÈ÷ ¿ô±â°í±×·°Àú·°  ,2,0,dyle****,13388375,['2017.11.14 04:54']
156,8,1,Å³¸µÅ¸ÀÓ¿ë º¼¸¸ÇØ¿ä~  ,2,0,f1ve****,13388365,['2017.11.14 04:26']
157,9,1,±×³É±×·°Àú·°º¼¸¸ÇÔ´Ï´Ù  ,2,0,limi****,13383640,['2017.11.12 14:34']
158,10,1,º¼¸¸ÇÑ ¿µÈ­¿´½À´Ï´Ù!!!  ,2,0,Á¾¿íÀÌ(jong****),13383269,['2017.11.12 12:31']
159,7,1,±Û½ê¿ä ±×´Ú ±×³ÉÀú³É±×·¡Äì¾î¿ä  ,2,0,ºÎ¿¡¿¢(whtj****),13382231,['2017.11.12 01:01']
160,6,1,±×·¸°Ô Àç¹ÕÁöµµ °¨µ¿ÀûÀÌÁöµµ ¿ô±âÁöµµ ¾ÊÀº º¸ÅëÀÔ´Ï´Ù  ,2,0,ilgf****,13380214,['2017.11.11 15:06']
161,6,1,¸¶µ¿¼® ¶§¹®¿¡ ºÃ´Ù±×·¡¼­ 6Á¡ÁØ´ÙÃÖ¾Ç¿µÈ­´Ù ¿µÈ­±¤ÆÒÀ¸·Î¼­ ´À³¦ÀÌ´Ù  ,2,0,¹þ(0104****),13379903,['2017.11.11 13:12']
162,8,1,¸¶ºí¸® ¿¬±â°¡ ¿ô±â°í Àç¹ÌÀÖ¾î¿ä  ,2,0,ditt****,13377701,['2017.11.10 16:59']
163,9,1,¸¶µ¿¼®Çü´Ô ÆÒÀÌ±â¶§¹®¿¡ ³Ê¹« Àç¹ÌÀÖ°Ô º¸¾Ò½À´Ï´Ù  ,2,0,¸¶¤Ê¿­(hotd****),13377681,['2017.11.10 16:53']
164,8,1,Àç¹Õ°ÔºÃ½À´Ï´Ù ¹«³­ÇÔ  ,2,0,ljsu****,13377677,['2017.11.10 16:53']
165,4,1,±â´ë¸¦ ¸¹ÀÌÇÏÁø ¾Ê¾ÒÁö¸¸ Àç¹Õ¾ú¾î¿ä ÇÏÁö¸¸ ±×³É Àå¼Ò°¡ °ÅÀÇ ÇÑ°÷¿¡¼­¸¸ ÃÔ¿µÇÑ°Å °°¾Æ¼­ ¸¹ÀÌ ¾Æ½±³×¿ä Á»´õ ´Ù¾çÇÏ°Ô Âï¾îµµ Àç¹ÕÀ»°Å °°Àºµ¥ ÇÑ Àå¼Ò¿¡¼­¸¸ ÃÔ¿µÀÌ ³Ê¹« ¾Æ½±³×¿ä ¤Ì¤Ì  ,2,0,apen****,13375632,['2017.11.09 21:41']
166,7,1,±â´ëÇÏ°í  “R´Âµ¥ »ý°¢º¸´Ù´Â Áö·çÇÏ´Ù  ,2,0,boy0****,13374981,['2017.11.09 17:58']
167,6,1,±â´ëº¸´Ù´Â º°·ÎÀÌ³×¿ä  ,2,0,lamp****,13374872,['2017.11.09 17:12']
168,7,1,»ý°¢º¸´Ù º°·Î¿´´Âµ¥ ÀÌÇÏ´Ì Á¸Àç°¨ÀÌ ÁÁ¾Ò½À´Ï´Ù.  ,2,0,Á¤¿µ¼ö(tkgh****),13373502,['2017.11.09 08:19']
169,5,1,µü ±×Àú±×·± Àç¹Ì¶û µü ±×Àú±×·± ½½ÇÄÀÌ¿´´Ù  ,2,0,ÀÌÀº¿Á(qwed****),13372486,['2017.11.08 21:26']
170,4,1,³Ê¹« ±â´ëÇÏ°í °£°Å¿¡ºñÇØ ¤Ì¤Ì±×·¡µµ ÀÌÇÏ´Ì ³Ê¹«±Í¿±°í ÀÌ»Ý ¤¾¤¾ ¿©ÀÚ°¡ºÁµµ µûºÀ  ,2,0,Á¶¾Æ¸§(pret****),13371053,['2017.11.08 05:55']
171,7,1,À½...ÃÊ¹Ý¿¡´ÂÁ» Áö·çÇß´Âµ¥ º¼¼ö·Ï Àç¹ÌÀÖ¾ú³×¿©!!  ,2,0,alst****,13360695,['2017.11.04 19:20']
172,9,1,ÄÚ¹Í°ú ¸¶Áö¸· °¨¼ºÀ» ÀÚ±ØÇÏ´Â ½ºÅä¸®·Î ÀÎÇÑ °¨µ¿  ,2,0,dcbl****,13357477,['2017.11.03 21:34']
173,9,1,ÃÊ¹Ý¿¡ Á¶±Ý Áö·çÇÑµ¥ º¼¸¸ÇØ¿ä  ,2,0,È«ÀÌ(rlgh****),13357362,['2017.11.03 20:55']
174,7,1,Àç¹ÌÀÖ°ÔºÃ½À´Ï´Ù~±Â  ,2,0,no66****,13357357,['2017.11.03 20:54']
175,8,1,½ºÅä¸®´Â ±×³É ±×·¡¿ä¸¶µ¿¼® ÀÌµ¿ÈÖ°¡ ¿ô±è  ,2,0,È£È£(rkdu****),13357223,['2017.11.03 20:14']
176,10,1,ºÎ¶ó´õ 5¹ø ³Ñ°Ô ºÃ½À´Ï´Ù. ¾î¸Ó´ÏÀÇ ¸ðÁ¤ÀÌ ¾Æ´Ñ ¾î¸Ó´ÏÀÇ ÀÎ»ýÀ» ±×¸° ÀÛÇ°ÀÌ¶ó ÁÁ¾Ò½À´Ï´Ù. ÇüÁ¦ÀÇ ¼Òµ¿±ØÀ¸·Î ÁøÇàµÇÁö¸¸ ±×¾È¿¡ ´ã±ä ÁøÂ¥ ÀÇ¹Ì´Â ¿À·Î¶ó°¡ °¡Áö°í ÀÖ½À´Ï´Ù. °³±×ÄÚµåµµ ÀúÇÑÅ×´Â Àß ¸Â¾Ò°í °¨µ¶´ÔÀÌ ÇÏ´Â ÀÌ¾ß±âµµ ÁÁ¾Ò½À´Ï´Ù.  ,3,1,µÕ±â´ÚÄô´Ù¶ó¶ó¶ó(auna****),13401108,['2017.11.17 20:50']
177,1,1,³×ÀÌ¹öÆäÀÌÆ÷ÀÎÆ®¹Þ±âÀ§ÇØ¾²´ÂÆòÁ¡.³ëÀë¾²  ,3,1,anjw****,13400587,['2017.11.17 18:17']
178,9,1,Àç¹Õ°Ô ÀßºÃ½À´Ï´Ù~~  ,3,1,ºí·¢¼º¾ÖÀÚ(cwad****),13388867,['2017.11.14 14:22']
179,8,1,¿¬±â°¡ ÁÁ¾Æ¿ä Àç¹ÌµµÀÖ°í ¾ÈÀç¹ÌÀÖÀ»¼öµµÀÖ°í  ,3,1,¿ìµµ¸®(skyw****),13388824,['2017.11.14 13:48']
180,10,1,Àç¹Õ¾î¿ä ´Ùµé ²Àº¸¼¼¿ä  ,3,1,knee****,13388436,['2017.11.14 07:42']
181,5,1,¼ÖÁ÷È÷ Àü º°·Î¿´½À´Ï´Ù  ,3,1,cayl****,13387618,['2017.11.13 21:08']
182,8,1,»·ÇÑ³»¿ëÀÌÁö¸¸ Àç¹Õ¾î¿ä  ,3,1,dlst****,13387251,['2017.11.13 17:42']
183,7,1,"¸¶Áö¸·¿¡ ½½ÇÁ³×¿ä,, ±×·¡µµ ³ª¸§ Àç¹ÌÀÖ°Ô ºÃ¾î¿ä  ",3,1,¹®¼öÁø(gdgd****),13387194,['2017.11.13 17:08']
184,5,1,¿¬±â´Â ÁøÂ¥ÃÖ°íÀÎµ¥ Àü°³°¡ Á»¶á±Ý¾ø°í ³»¿ëÀÌ´Ù¼Ò Áö·çÇÑ°Å°°¾Æ¿ä  ,3,1,thal****,13386014,['2017.11.13 02:47']
185,10,1,ÀëÀÖ°ÔÀßºÃ¾î¿ä~¿ª½Ã¸¶ºí¸®^^¿ô´Ù¿ï´ÙÀßºÃ½À´Ï´Ù  ,3,1,juya0619(gusw****),13384117,['2017.11.12 17:23']
186,10,1,°©ÀÚ±â ÅÍÁ®¿ä ¿ôÀ½ÀÌ¤»¤»¤»  ,3,1,¼¼·æ(skst****),13383932,['2017.11.12 16:12']
187,9,1,°¨µ¿....°¡Á·¾Ö Àç¹Ì¿Í °¨µ¿ÀÌ  ,3,1,sadd****,13382909,['2017.11.12 09:26']
188,8,1,ÀëÀÖ°Ô ÀßºÃ½À´Ï´Ù¤¾¤¾  ,3,1,feel****,13382908,['2017.11.12 09:26']
189,10,1,³ªÀç¹Ô°Ôº½¿©¤»¤»±Â±¼±Â  ,3,1,±×¸£±×(kln1****),13382874,['2017.11.12 08:52']
190,9,1,Àç¹Ô°í ½½ÇÁ°í¤Ð ÃßÃ³´Ï¿ë  ,3,1,¼Õ¼Ò¹Ì(thal****),13382283,['2017.11.12 01:16']
191,10,1,³Ñ ¿ô°Ü¿ä ¿ï¾ÆµéÀÌ¶û µþÀÌ¶û Àú¶û Àë³ª°Ôº½  ,3,1,ieng****,13381448,['2017.11.11 21:48']
192,10,1,¿ô±â´Ù ½½ÇÁ°í ÀëÀÖ½À´Ï´Ù  ,3,1,Á¤°ü(cad5****),13381426,['2017.11.11 21:43']
193,8,1,¸·ÆÇ¹ÝÀü ÀÌ ¤»  ¸¶µ¿¼® ÀÌµ¿ÈÖ ¾ø¾úÀ¸¸é ¾îÂ¿»·.... ÄÉ¹Ì µ¸´Â¿µÈ­ ¤¾¤¾  ,3,1,´ÙÅ©·¯½¬(creo****),13381082,['2017.11.11 19:59']
194,7,1,°íÁî³ËÇÑ  ¹è°æÀÌ ÀÜÀÜÇÑ ½ºÅä¸®°¡ Àß ¾î¿ï¸°´Ù  ,3,1,¿ë(face****),13381065,['2017.11.11 19:52']
195,9,1,¸¹ÀÌ ¿ô°Ü¿© ¤»¤» ±Ùµ¥ ±õ³îµµ ÀÕ¤·¾î¿ä~  ,3,1,¾Ë¶ó¶ó¶ó(yeok****),13380822,['2017.11.11 18:33']
196,4,1,Àå¸£°¡ ¾î¶² °ÇÁö ¸ð¸¦ ½ºÅä¸®ÀÇ ¿µÈ­  ,3,1,¼¶µÎ¸®µµ(rkdr****),13378949,['2017.11.11 00:32']
197,10,1,³Ñ³ªÀç¹ÌÀÖ¾ú°í¸¶µ¿¼®¸öÁÁÀ½  ,3,1,¹ÚÁØ¿í(wnsd****),13378092,['2017.11.10 19:39']
198,10,1,Àç¹Ô³×¿©°¨ÇÏÇØ¿ä±»±¸±¸±¹±»  ,3,1,¿À·»Áö(ageh****),13377953,['2017.11.10 18:42']
199,9,1,"ÄÚ¹ÍÀÎÁì¾ó¾ù´«µ¥ ¸¶Áö¸·Àº °·ŠE,,  ",3,1,¤»(hoih****),13377879,['2017.11.10 18:08']
200,10,1,Ã³À½Àº Áö·çÇÒ¼ö ÀÖÀ¸³ª °¡¸é°¥¼ö·Ï  °¨µ¿µµ ÀÖ°í ³Ê¹« Àç¹Ô°Ô Àß”f½À´Ï´Ù  ,3,1,dosu****,13377853,['2017.11.10 18:00']
201,5,1,º°·ç³×¿ä¤Ð³»¸¶À½¿¡ º°·ç  ,3,1,ÀÚ´Ï(rofk****),13375354,['2017.11.09 20:24']
202,8,1,¹¹Áö ÀÌ°Ç? Àç¹Õ±ä ÇÑµ¥....  ,3,1,PASU(suku****),13371060,['2017.11.08 06:25']
203,10,1,Àç¹Õ¾î¿ä ¾öÃ» Àç¹ÌÀÖ¾î¿ä ÇÏÇÏ  ,3,1,½ÉÄô(alsl****),13361639,['2017.11.04 23:11']
204,8,1,È£·¯ÄÚ¹Ìµð Àç¹ÌÀÖ½À´Ï´Ù  ,3,1,msnj****,13360871,['2017.11.04 19:55']
205,10,1,°³Àë°³Àë ½½ÇÁ°í ¿ô±â°í °¨µ¿ÀÌ°í Çë ¤Ð¤Ð  ,3,1,¹Ú¹Ì¿¬(qkra****),13360675,['2017.11.04 19:15']
206,8,1, Â¯Àç¹Ì½á¿ë. Àç¹Ì¿Í °¨µ¿ °°ÀÌ ÁÖ´Â ¿µÈ­³×¿ä¾Æºü¶û °°ÀÌºÃ´Âµ¥ °è¼Ó ¿ôÀ¸½É  ,3,1,À¸³É°ïµà(jey5****),13360490,['2017.11.04 18:32']
207,10,1,Á¤¸» ³Ê¹« Àç¹ÌÀÖ°Ô ºÃ¾î¿ä.Àç¹Ì¿Í °¨µ¿!!! ¿ÏÀü ¸¸Á·ÀÔ´Ï´Ù.°¡Á·°ú º¸¸é ÇÑÃþ ´õ ¸¸³£ÇÏ½Ç°Ì´Ï´Ù.  ,3,1,´Ð³Û¾øÀ½(love****),13360151,['2017.11.04 17:12']
208,10,1,ggiitrxkoutes  ,3,1,ÇØ¶¸´Ù(znzl****),13358373,['2017.11.04 01:21']
209,10,1,Àç¹Õ´Ù ÀÌ°Å ÁøÂ¥ Àç¹Õ´Ù!!!¤»¤»¤» ¸¶ºí¸®  Æ÷ÅÙ ÅÍÁø µí ÀÌµ¿ÈÖ¶û ÄÉ¹Ì žÍÄÉ ÁÁ³Ä  ,3,1,Çã¼­¿¬(alic****),13357371,['2017.11.03 20:57']
210,10,1,¿ÃÇØ´Â ¸¶µ¿¼®ÀÇ ÇØÀÎ µí.. »§»§ÅÍÁö³×¤»¤»¤»¤»  ,3,1,Âû¶û(imra****),13357365,['2017.11.03 20:55']
211,10,1,ÄÚ¹ÍÀÎÁÙ ¾Ë°í ºÃ´Âµ¥ °¡Á·¿µÈ­¸¶Áö¸·¿¡ ¿ÏÀü °¨µ¿ÀÌ¿¹¿ä¾ö¸¶ ¾Æºü Ç×»ó »ç¶ûÇØ¿ä  ,3,1,ÇÑÇª¸¥¼Ö(hprs****),13357249,['2017.11.03 20:24']
212,10,1,°³²ÜÀëÀë ¤»¤» ¿ÃÇØ ¸¶ºí¸® ¿µÈ­ ´Ù ¿¹¾²ÀëÀÎµ¥ ¿ä°Ô Á¦ÀÏ Àç¹Õ¾úÀ½ ¤»¤»¤»  ,3,1,¹Î(ssg8****),13356864,['2017.11.03 18:02']
213,10,1,¿ª½Ã ¸¶ºí¸®!! ³Ñ ¿ô°Ü¿ä!  ,3,1,¹°µé´Ù(yuna****),13356863,['2017.11.03 18:02']
214,10,1,ÁøÂ¥ ÀÚ±ØÀûÀ¸·Î Àß¸¸µç Â«»Í°°Àº ¿µÈ­ ³» ÀÔ¸À¿¡ µüÀÌ³×  ,3,1,¿À±¤¿¬(qkqk****),13356833,['2017.11.03 17:49']
215,10,1,¸¶µ¿¼®-ÀÌµ¿ÈÖ È£Èí Ã´Ã´ Ä³¹Ì°¡ ÃÖ°í³×¿ä. ³Ñ ¿ô°Ü¿ä~!! ¿ôÀ½µµ ÀÖ°í. °¡Á·°£ÀÇ °¨µ¿µµ ÀÖÀ½´Ù... °­Ãß~~!!  ,3,1,ÇÃ¶ó¿öÇÏ¿ì½º(ydhs****),13356807,['2017.11.03 17:44']
216,10,1,±â´ë ÀÌ»óÀ¸·Î Àç¹ÌÀÖ¾ú´ø ¿µÈ­. ¸¶µ¿¼®°ú ÀÌµ¿ÈÖÀÇ ÇÏµåÄ³¸®.  ,3,1,wowl****,13356800,['2017.11.03 17:42']
217,10,1,"¤»¤»¤»¤»¸¶µ¿¼®,ÀÌµ¿ÈÖ¹Ï°í º¸´Â ¿µÈ­¿´À½ ¤»¤»¤»  ",4,2,da(gywj****),13387233,['2017.11.13 17:35']
218,3,1,¸¶µ¿¼®ÁÁ¾ÆÇØ¼­ ºÃ´Âµ¥ ½ºÅä¸®Àü°³°¡ ¾î»öÇÑ´À³¦..  ,4,2,kiki(dowk****),13384315,['2017.11.12 18:27']
219,10,1,³Ê¹«³Ê¹« Àç¹Õ¾î¿ä!!!@@  ,4,2,HoÇÜ(hohe****),13384313,['2017.11.12 18:26']
220,10,1,Àç¹Õ¾ú¾î¿ä!!!¤¾¤¾  ,4,2,mi(shim****),13381949,['2017.11.11 23:48']
221,10,1,¿ÏÀü¿ô±â°í Àç¹Ô°í ¤¾¤¾¤¾¤¾ ½Å³ª°í  ¸¶µ¿¼®Àº ±ÙÀ°ÀÌ¿ÏÀüÁÁ¾Æ¿ä¢½  ,4,2,ÀÌº¸³ª¤¾(qhsk****),13381174,['2017.11.11 20:29']
222,10,1,Àç¹Ì°¡ÀÖ¾ú¾î¿ä ³ª»ÚÁö¾ÊÀº¿µÈ­  ,4,2,sw35****,13380255,['2017.11.11 15:19']
223,2,1,À¯ÀüÀÚ¿¡ ¹®Á¦ÀÖ¾î´Ù ÀÌ°Å  ,4,2,ÃÖ¹ÎÁÖ(vlft****),13375241,['2017.11.09 19:36']
224,3,1,¹è¿ìµé ÀÌ ½Ã³ª¸®¿À´Â ÀÐ¾îº¸°í ¿µÈ­Âï¾ú°ÚÁÒ??¤Ð¤Ð... ÀÌ·±°Ç ¾ÈÂï´Â°Ô Ä¿¸®¾î¿¡ µµ¿òÀÌ µÉ °Í °°¾Æ¿ä ³ëÀëof³ëÀë ¤Ð¤Ð ¾ïÁö¿ôÀ½³Ê¹«ÇØ¿ä  ½Ç¼Òµµ¾È³ª¿Ô¾î¿ä..  ,4,2,lazy****,13373552,['2017.11.09 08:55']
